USER_ANSWER,GRAMMAR_CHECKED_ANSWER,CLEANED_ANSWER
,""" Entrepreneurs process a diverse skill set crucial <span style=\""background-color: yellow; color:red;\"">to</span> navigating the complex business landscape. Firstly, strong leadership skills enable them to inspire and guide their term. Effective communication is paramount. <span style=\""background-color: yellow; color:red;\"">A</span> fascinating, clear articulation of ideas to stakeholders. Decision-making <span style=\""background-color: yellow; color:red;\"">pro</span> aids in swifting addressing challenges. <span style=\""background-color: yellow; color:red;\"">Financial and</span> Accuments""",""" Entrepreneurs process a diverse skill set crucial to navigating the complex business landscape. Firstly, strong leadership skills enable them to inspire and guide their term. Effective communication is paramount. A fascinating, clear articulation of ideas to stakeholders. Decision-making pro aids in swifting addressing challenges. Financial and Accuments"""
""" Business motion that may be a man or a woman it is good leadership and management skills that can change the team to face the different challenges that's an important skill to have in the both man and woman because we need to build a customer friendly strategy and people will understand our quality of our plan and they can shop with us.""",""" Business motion that may be a man or a woman <span style=\""background-color: yellow; color:red;\""></span>is good leadership and management skills that can change the team to face the different challenges that's an important skill to have in <span style=\""background-color: yellow; color:red;\"">both men and women</span> because we need to build a customer friendly strategy and people will understand <span style=\""background-color: yellow; color:red;\"">the</span> quality of our plan and they can shop with us.""",""" Business motion that may be a man or a woman is good leadership and management skills that can change the team to face the different challenges that's an important skill to have in both men and women because we need to build a customer friendly strategy and people will understand the quality of our plan and they can shop with us."""
""" First I would clear all the things which are in the ground. I would keep them in the table and later I will keep them in the droils and I will pick up the tile from the bed and I will fold it and hang it or hang it on the wire and I would clean the table after that and I would clean the pillow and all the balls lipstick and monitor and everything and later I would clean the floor with that and I would pick up the dustbin and I would keep it aside and I would change the bedsheets later that and I would clean the monitor and I would keep mouse wherever it is it should be that""",""" First I would clear all the things which are <span style=\""background-color: yellow; color:red;\"">on</span> the ground. I would keep them in the table and later I will keep them in the droils and I will pick up the tile from the bed and I will fold it and hang it or hang it on the wire and I would clean the table after that and I would clean the pillow and all the balls lipstick and monitor and everything and later I would clean the floor with that and I would pick up the dustbin and I would keep it aside and I would change the bedsheets later that and I would clean the monitor and I would keep mouse wherever it is it should be that""",""" First I would clear all the things which are on the ground. I would keep them in the table and later I will keep them in the droils and I will pick up the tile from the bed and I will fold it and hang it or hang it on the wire and I would clean the table after that and I would clean the pillow and all the balls lipstick and monitor and everything and later I would clean the floor with that and I would pick up the dustbin and I would keep it aside and I would change the bedsheets later that and I would clean the monitor and I would keep mouse wherever it is it should be that"""
""" I like digital marketing. Digital marketing is trending topic in the marketing now because it uses the digital marketing to reach the widest audience with the low minimal cost of resource for marketing and a product. I am enthusiastic to learn more about digital marketing which may be a CEO or social media content or email marketing or mobile marketing. Do you think it will be worth learning digital marketing because some of them are telling it's not worth?""",""" I like digital marketing. Digital marketing is <span style=\""background-color: yellow; color:red;\"">a trending</span> topic in <span style=\""background-color: yellow; color:red;\""></span>marketing now because it uses <span style=\""background-color: yellow; color:red;\""></span>digital marketing to reach the widest audience with the <span style=\""background-color: yellow; color:red;\"">lowest</span> minimal cost of <span style=\""background-color: yellow; color:red;\"">resources</span> for marketing and a product. I am enthusiastic to learn more about digital marketing which may be a CEO or social media content or email marketing or mobile marketing. Do you think it will be worth learning digital marketing because some of them are <span style=\""background-color: yellow; color:red;\"">saying</span> it's not <span style=\""background-color: yellow; color:red;\"">worth it</span>?""",""" I like digital marketing. Digital marketing is a trending topic in marketing now because it uses digital marketing to reach the widest audience with the lowest minimal cost of resources for marketing and a product. I am enthusiastic to learn more about digital marketing which may be a CEO or social media content or email marketing or mobile marketing. Do you think it will be worth learning digital marketing because some of them are saying it's not worth it?"""
""" My life's nature so much she built a garden in the house and the birds above the flower were coming and the birds were singing beautiful songs.""",""" My life's nature so much she built a garden in the house and the birds above the flower were coming and the birds were singing beautiful songs.""",""" My life's nature so much she built a garden in the house and the birds above the flower were coming and the birds were singing beautiful songs."""
""": "" Exercise, activity requiring physical effort and carried out to sustain and improve health and fitness. And doing exercise is very important to increase the brain and increase the physical strength. It may be done through running or jumping or running, jumping or exercising that may be strength training or many more in the gym or many.""",""" <span style=\""background-color: yellow; color:red;\"">Exercise and</span> activity requiring physical effort and carried out to sustain and improve health and fitness. And doing exercise is very important to increase the brain and increase <span style=\""background-color: yellow; color:red;\""></span>physical strength. It may be done through running or jumping or running, jumping or exercising that may be strength training or many more in the gym or <span style=\""background-color: yellow; color:red;\"">many more</span>.""",""" Exercise and activity requiring physical effort and carried out to sustain and improve health and fitness. And doing exercise is very important to increase the brain and increase physical strength. It may be done through running or jumping or running, jumping or exercising that may be strength training or many more in the gym or many more."""
"""There all villagers were dancing together every evening.because they do not have any other entertainment in the forest.it had become a ritual to them .it is followed by there forefathers.""","There all villagers were dancing together every evening.because they do not have any other entertainment in the forest.it had become a ritual to them .it is followed by <span style=\""background-color: yellow; color:red;\"">their</span> forefathers.""","There all villagers were dancing together every evening.because they do not have any other entertainment in the forest.it had become a ritual to them .it is followed by their forefathers."""
""" Hi, I am Tarun Arar. I come from a business family where my all generations are passionate for the business. And I run my family runs a finance business which is not easy to this generation. We need more skills and ideas and resources to improve our family business. So I joined my family business to improve the growth of business to create the demand in the economy of our business to increase the sales of our business.""",""" Hi, I am Tarun Arar. I come from a business family where <span style=\""background-color: yellow; color:red;\"">all my</span> generations are passionate <span style=\""background-color: yellow; color:red;\"">about</span> the business. <span style=\""background-color: yellow; color:red;\""></span>I run my <span style=\""background-color: yellow; color:red;\"">family's</span> runs a finance business which is not easy <span style=\""background-color: yellow; color:red;\"">for</span> this generation. We need more <span style=\""background-color: yellow; color:red;\"">skills,</span> ideas and resources to improve our family business. So I joined my family business to improve the growth of business to create the demand in the economy of our business to increase the sales of our business.""",""" Hi, I am Tarun Arar. I come from a business family where all my generations are passionate about the business. I run my family's runs a finance business which is not easy for this generation. We need more skills, ideas and resources to improve our family business. So I joined my family business to improve the growth of business to create the demand in the economy of our business to increase the sales of our business."""
"Goood morning, my name is Nikitha Rathod and I'm a person frequently characterized as a enthusiastic and joyful in nature. Coming to qualifications I'm a student pursuing bachelor's degree in Business management. \nThis inspiration arises from my accounting professor.\nMoving ahead to my hobbies, I'm very passionate about music and likewise play guitar. my specializations are finance and marketing. In order to gain experience of internships I'd like to implement my knowledge and make use of my skills to grow your organization ""","""<span style=\""background-color: yellow; color:red;\"">Good</span> morning, my name is Nikitha Rathod and I'm a person frequently <span style=\""background-color: yellow; color:red;\"">characterised</span> as <span style=\""background-color: yellow; color:red;\""></span>enthusiastic and joyful in nature. Coming to <span style=\""background-color: yellow; color:red;\"">qualifications,</span> I'm a student pursuing <span style=\""background-color: yellow; color:red;\"">a bachelor's</span> degree in Business management. \nThis inspiration arises from my accounting professor.\nMoving ahead to my hobbies, I'm very passionate about music and likewise play guitar. my <span style=\""background-color: yellow; color:red;\"">specialisations</span> are finance and marketing. In order to gain experience of internships I'd like to implement my knowledge and make use of my skills to grow your <span style=\""background-color: yellow; color:red;\"">organisation</span> ""","""Good morning, my name is Nikitha Rathod and I'm a person frequently characterised as enthusiastic and joyful in nature. Coming to qualifications, I'm a student pursuing a bachelor's degree in Business management. \nThis inspiration arises from my accounting professor.\nMoving ahead to my hobbies, I'm very passionate about music and likewise play guitar. my specialisations are finance and marketing. In order to gain experience of internships I'd like to implement my knowledge and make use of my skills to grow your organisation """
""" I am Nikita Rathod, I am starting for a bachelor's of business administration. I am a third semester. I live in Bangalore, Kumar Swami Lehot. I live with my family here. I love coming to college daily as I learn a lot of interesting things. My favorite subject is finance. I however have trouble with delivering my sentences and hence I put in more efforts here. My cousin lives there and has told me about the benefits of pursuing an MBA degree in London. I am preparing for CAT examination too so that I am ready as soon as I finish the fourth semester. I wish to do well and be recognized as an asset to any organization and make my family proud.""",""" <span style=\""background-color: yellow; color:red;\"">My name is Nikita Rathod and</span> I am starting <span style=\""background-color: yellow; color:red;\"">as</span> a bachelor's <span style=\""background-color: yellow; color:red;\"">in</span> business administration. I am <span style=\""background-color: yellow; color:red;\"">in my</span> third semester. <span style=\""background-color: yellow; color:red;\"">Kumar Swami Lehot, I</span> live in <span style=\""background-color: yellow; color:red;\"">Bangalore</span>. I live with my family here. I love coming to college daily as I learn a lot of interesting things. My <span style=\""background-color: yellow; color:red;\"">favourite</span> subject is finance. I however have trouble with delivering my sentences and hence I put in more <span style=\""background-color: yellow; color:red;\"">effort</span> here. My cousin lives there and has told me about the benefits of pursuing an MBA degree in London. I am preparing for <span style=\""background-color: yellow; color:red;\"">the CAT</span> examination too so that I am ready as soon as I finish the fourth semester. I wish to do well and be <span style=\""background-color: yellow; color:red;\"">recognised</span> as an asset to any <span style=\""background-color: yellow; color:red;\"">organisation</span> and make my family proud.""",""" My name is Nikita Rathod and I am starting as a bachelor's in business administration. I am in my third semester. Kumar Swami Lehot, I live in Bangalore. I live with my family here. I love coming to college daily as I learn a lot of interesting things. My favourite subject is finance. I however have trouble with delivering my sentences and hence I put in more effort here. My cousin lives there and has told me about the benefits of pursuing an MBA degree in London. I am preparing for the CAT examination too so that I am ready as soon as I finish the fourth semester. I wish to do well and be recognised as an asset to any organisation and make my family proud."""
""" I'll be talking about the role of technology in our daily life. It has considerably changed the quality of the world.""",""" I'll be talking about the role of technology in our daily life. It has considerably changed the quality of the world.""",""" I'll be talking about the role of technology in our daily life. It has considerably changed the quality of the world."""
"""Hi good afternoon sir .It gives me great joy to speak to you.I am Siddaram I am basically from bijapur, I have been in Bangalore for 25 years. I am staying with my family here. I have an enger brother.I am currently working for flowserve as a CNC Technician.my intrest in mechanical work and I am interested in music, and games.I have always been an engaged student in High school and college.""","""<span style=\""background-color: yellow; color:red;\"">Good afternoon sir.It</span> gives me great joy to speak to you.I am Siddaram <span style=\""background-color: yellow; color:red;\"">and I</span> am basically from <span style=\""background-color: yellow; color:red;\"">Bijapur</span>, I have been in Bangalore for 25 years. I am staying with my family here. I have an enger brother.I am currently working for flowserve as a CNC Technician.my <span style=\""background-color: yellow; color:red;\"">interest</span> in mechanical work and I am interested in <span style=\""background-color: yellow; color:red;\"">music</span> and games.I have always been an engaged student in High school and college.""","""Good afternoon sir.It gives me great joy to speak to you.I am Siddaram and I am basically from Bijapur, I have been in Bangalore for 25 years. I am staying with my family here. I have an enger brother.I am currently working for flowserve as a CNC Technician.my interest in mechanical work and I am interested in music and games.I have always been an engaged student in High school and college."""
""" Hi, good afternoon sir. It gives me great pleasure to speak to you. I am Sitram. I am basically from Vijayapur. I have been in Bengal for 25 years. I am staying with my family here. I have an younger brother. I am currently working for Flowsword as a GNC technician. My interest in mechanical work and I am interested in music and games. I have always been an engage student in high school and college.""",""" <span style=\""background-color: yellow; color:red;\"">Good</span> afternoon sir. It gives me great pleasure to speak to you. I am Sitram. I am basically from Vijayapur. I have been in Bengal for 25 years. I am staying with my family here. I have <span style=\""background-color: yellow; color:red;\"">a</span> younger brother. I am currently working for Flowsword as a GNC technician. My interest in mechanical work and I am interested in music and games. I have always been an <span style=\""background-color: yellow; color:red;\"">engaged</span> student in high school and college.""",""" Good afternoon sir. It gives me great pleasure to speak to you. I am Sitram. I am basically from Vijayapur. I have been in Bengal for 25 years. I am staying with my family here. I have a younger brother. I am currently working for Flowsword as a GNC technician. My interest in mechanical work and I am interested in music and games. I have always been an engaged student in high school and college."""
"""Hi byregowda, how are you, i discussion with some technical issues know, milling machine spindle sound coming in running time, \n"", ""is_correct"": """", ""write_here"": true, ""writtenText"": ""Hi byregowda, how are you, iam discussion with some technical issues known as milling machine spindle sound coming in running time, \nInform maintenance engineer department, i think spindle oil should be able to reach out the spindle ""","""Hi <span style=\""background-color: yellow; color:red;\"">Byregowda</span>, how are you, <span style=\""background-color: yellow; color:red;\"">I'm discussing</span> with some technical issues <span style=\""background-color: yellow; color:red;\"">known as</span> milling machine spindle sound coming in running time, \n""","""Hi Byregowda, how are you, I'm discussing with some technical issues known as milling machine spindle sound coming in running time, \n"""
"""Today my colleague byregowda son birthday in kengri house  at 7 o clock, my family attend birthday party to reach at 7;30 pm well decorated to home , the cake cutting sart at 8 pm some old  friends and family s coming to birthday function celebration of birth day party enjoyed with singing and dancing and dinner finaly reaching at home 10 pm \n""","""Today my colleague <span style=\""background-color: yellow; color:red;\"">byregowda's son's</span> birthday in kengri house  at 7 o clock, my family attend birthday party to reach at 7;30 pm well decorated to home , the cake cutting <span style=\""background-color: yellow; color:red;\"">start</span> at 8 pm some <span style=\""background-color: yellow; color:red;\"">old friends</span> and family <span style=\""background-color: yellow; color:red;\"">is</span> coming to birthday function celebration of <span style=\""background-color: yellow; color:red;\"">birthday</span> party enjoyed with singing and dancing and dinner <span style=\""background-color: yellow; color:red;\"">finally reaching</span> home 10 pm \n""","""Today my colleague byregowda's son's birthday in kengri house  at 7 o clock, my family attend birthday party to reach at 7;30 pm well decorated to home , the cake cutting start at 8 pm some old friends and family is coming to birthday function celebration of birthday party enjoyed with singing and dancing and dinner finally reaching home 10 pm \n"""
"""Hello, everyone. I am Bhuvan . I am happy to meet you all. I am a BCom student, pursuing a degree in finance. I stay here with my family in Bangalore. I come from a family of business enthusiasts and that has encouraged me to pursue a career related to entrepreneurship. I love playing cricket and also enjoy reading books. I have good problem solving skills and enjoy the subject of mathematics the most. I aim to become an entrepreneur and start my organic farm company in Bangalore in a few years. I would like to work with some farmers consulting firm before that to learn to be the best.""","""Hello, everyone. <span style=\""background-color: yellow; color:red;\"">My name is Bhuvan</span>. I am happy to meet you all. I am a BCom <span style=\""background-color: yellow; color:red;\"">student</span> pursuing a degree in finance. I <span style=\""background-color: yellow; color:red;\"">am staying</span> here with my family in Bangalore. I come from a family of business enthusiasts and that has encouraged me to pursue a career related to entrepreneurship. I love playing cricket and also enjoy reading books. I have good problem solving skills and enjoy the subject of mathematics the most. I aim to become an entrepreneur and start my <span style=\""background-color: yellow; color:red;\"">own organic</span> farm company in Bangalore in a few years. I would like to work with some farmers consulting firm before that to learn to be the best.""","""Hello, everyone. My name is Bhuvan. I am happy to meet you all. I am a BCom student pursuing a degree in finance. I am staying here with my family in Bangalore. I come from a family of business enthusiasts and that has encouraged me to pursue a career related to entrepreneurship. I love playing cricket and also enjoy reading books. I have good problem solving skills and enjoy the subject of mathematics the most. I aim to become an entrepreneur and start my own organic farm company in Bangalore in a few years. I would like to work with some farmers consulting firm before that to learn to be the best."""
""" Hello everyone, I am Boor, I am Appity Mutu, all. I am a BBA student pursuing degree in anthroponorship. I stay here with my family in Bangalore. I come from a family of business enthusiast and that has encouraged me to pursue career related to anthroponorship. I love playing cricket and enjoy reading books. I have good problem solving skills. I enjoy subject of mathematics the more I can.""",""": "" Hello everyone, I am Boor, I am Appity Mutu, <span style=\""background-color: yellow; color:red;\""></span> I am a BBA student pursuing <span style=\""background-color: yellow; color:red;\"">a degree</span> in anthroponorship. I <span style=\""background-color: yellow; color:red;\"">am staying</span> here with my family in Bangalore. I come from a family of business <span style=\""background-color: yellow; color:red;\"">enthusiasts</span> and that has encouraged me to pursue <span style=\""background-color: yellow; color:red;\"">a career</span> related to anthroponorship. I love playing cricket and enjoy reading books. I have good problem solving skills. I enjoy <span style=\""background-color: yellow; color:red;\"">the subject</span> of mathematics <span style=\""background-color: yellow; color:red;\"">as much as</span> I can.""",""": "" Hello everyone, I am Boor, I am Appity Mutu,  I am a BBA student pursuing a degree in anthroponorship. I am staying here with my family in Bangalore. I come from a family of business enthusiasts and that has encouraged me to pursue a career related to anthroponorship. I love playing cricket and enjoy reading books. I have good problem solving skills. I enjoy the subject of mathematics as much as I can."""
""" Technology plays a vital running out daily lives, seamlessly regrading into various aspects. From the moment we wake up, spot phones serve as alarm clocks and information apps. Smartphone devices, streamline, routine tasks, adjusting, thermal most or managing lights. In transformation, GPS guides us and online platform, revitalize how we shop, communicate, transactions, boundaries through social media, messaging apps, connecting us globally. Work environments leverage technology for efficiency. We virtually collaboration, becoming channeled, healthcare benefits, advanced diagnosis""",""" Technology plays a vital <span style=\""background-color: yellow; color:red;\"">part in running</span> out <span style=\""background-color: yellow; color:red;\"">of daily</span> lives, seamlessly regrading into various aspects. From the moment we wake up, spot phones serve as alarm clocks and information apps. <span style=\""background-color: yellow; color:red;\"">Smart</span> devices, streamline, routine tasks, <span style=\""background-color: yellow; color:red;\"">adjust</span>, thermal most or <span style=\""background-color: yellow; color:red;\"">manage</span> lights. In transformation, GPS guides us and online <span style=\""background-color: yellow; color:red;\"">platforms to</span> <span style=\""background-color: yellow; color:red;\"">revitalise</span> how we shop, communicate, <span style=\""background-color: yellow; color:red;\"">and reach transactions and</span> boundaries through social <span style=\""background-color: yellow; color:red;\"">media and messaging apps</span> connecting us globally. Work environments leverage technology for efficiency. We <span style=\""background-color: yellow; color:red;\"">are virtually collaborating</span>, becoming <span style=\""background-color: yellow; color:red;\"">channelled</span>, healthcare benefits, advanced diagnosis""",""" Technology plays a vital part in running out of daily lives, seamlessly regrading into various aspects. From the moment we wake up, spot phones serve as alarm clocks and information apps. Smart devices, streamline, routine tasks, adjust, thermal most or manage lights. In transformation, GPS guides us and online platforms to revitalise how we shop, communicate, and reach transactions and boundaries through social media and messaging apps connecting us globally. Work environments leverage technology for efficiency. We are virtually collaborating, becoming channelled, healthcare benefits, advanced diagnosis"""
""" We are very much dependent on technology in our daily life. In present situation, we will keep mobile in our pocket without fail instead of money. We can purchase household items, clothes, food or anything where we sit with using mobile apps. Not only purchase, but we can send or receive the money from across the world through online banking or mobile banking in minutes. In recent years, our kids were studied and even conducted the exams in our pocket.""",""" We are very much dependent on technology in our daily life. In <span style=\""background-color: yellow; color:red;\"">the present</span> situation, we will keep <span style=\""background-color: yellow; color:red;\"">mobiles</span> in our pocket without fail instead of money. We can purchase household items, clothes, food or anything where we sit <span style=\""background-color: yellow; color:red;\""></span>using mobile apps. <span style=\""background-color: yellow; color:red;\"">We can not only make purchases</span>, but we can send or receive <span style=\""background-color: yellow; color:red;\""></span>money from across the world through online banking or mobile banking in minutes. In recent years, our kids were studied and even conducted the exams in our pocket."", ""user_selected_topic"": ""2. The role of technology in our daily lives""",""" We are very much dependent on technology in our daily life. In the present situation, we will keep mobiles in our pocket without fail instead of money. We can purchase household items, clothes, food or anything where we sit using mobile apps. We can not only make purchases, but we can send or receive money from across the world through online banking or mobile banking in minutes. In recent years, our kids were studied and even conducted the exams in our pocket."", ""user_selected_topic"": ""2. The role of technology in our daily lives"""
"""Younger son birthday party\nReddy: Hello suresh\nSuresh:hey how are you how's it's going\nReddy: good thanks how about you\nSuresh:iam doing well\nReddy: Suresh i cordially invite you to attend to my younger son birthday party tomorrow by evening at 7pm along with your family\nSuresh:sure it's pleasure\nReddy: it's been a while since We got to meet each other\nSuresh: that's tru how have things been going\nReddy:all good thankyou for your time,iam looking forward to our next meet to my son's birthday, We will Meet again \n""","""Younger <span style=\""background-color: yellow; color:red;\"">son's</span> birthday party\nReddy: Hello <span style=\""background-color: yellow; color:red;\"">Suresh</span>\n<span style=\""background-color: yellow; color:red;\"">Suresh: hey</span> how are you how's <span style=\""background-color: yellow; color:red;\"">it</span> going\nReddy: good thanks how about you\n<span style=\""background-color: yellow; color:red;\"">Suresh: I am</span> doing well\nReddy: <span style=\""background-color: yellow; color:red;\"">Suresh, I</span> cordially invite you to attend <span style=\""background-color: yellow; color:red;\""></span>my younger <span style=\""background-color: yellow; color:red;\"">son's</span> birthday party tomorrow by evening at 7pm along with your <span style=\""background-color: yellow; color:red;\"">family.</span>\n<span style=\""background-color: yellow; color:red;\"">Suresh: Sure it's a</span> pleasure\nReddy: <span style=\""background-color: yellow; color:red;\"">It's</span> been a while since <span style=\""background-color: yellow; color:red;\"">we</span> got to meet each other\nSuresh: that's tru how have things been going\n<span style=\""background-color: yellow; color:red;\"">Reddy: all good thank you</span> for your <span style=\""background-color: yellow; color:red;\"">time, I am</span> looking forward to our next <span style=\""background-color: yellow; color:red;\"">meeting for</span> my son's birthday, <span style=\""background-color: yellow; color:red;\"">we will meet</span> again \n""","""Younger son's birthday party\nReddy: Hello Suresh\nSuresh: hey how are you how's it going\nReddy: good thanks how about you\nSuresh: I am doing well\nReddy: Suresh, I cordially invite you to attend my younger son's birthday party tomorrow by evening at 7pm along with your family.\nSuresh: Sure it's a pleasure\nReddy: It's been a while since we got to meet each other\nSuresh: that's tru how have things been going\nReddy: all good thank you for your time, I am looking forward to our next meeting for my son's birthday, we will meet again \n"""
"""Conversation between Reddy And suresh\nReddy:hi Suresh good evening how are you\nSuresh: hello Reddy iam good how have you been \nReddy:iam good thanks,is this right time to talk with  you one clarification\nSuresh:sure what's up\nReddy:suresh while programming i found some co-ordinates missing in the drawing will you help me to download original drawing\nSuresh: it's pleasure yesterday I have downloaded original one is this ok to you\nReddy:yes iam looking for this one onlycan I take this one\nSuresh:yes please take this\nReddy: thankyou suresh i had a great time to talk to you after a long time , let's get together again soon\nSuresh:sure thankyou ""","""Conversation between Reddy <span style=\""background-color: yellow; color:red;\"">and Suresh</span>\n<span style=\""background-color: yellow; color:red;\"">Reddy: Hi Suresh, good evening,</span> how are <span style=\""background-color: yellow; color:red;\"">you?</span>\nSuresh: <span style=\""background-color: yellow; color:red;\"">Hello Reddy, I am</span> good how have you been \n<span style=\""background-color: yellow; color:red;\"">Reddy: I am good thanks, is this the</span> right time to talk <span style=\""background-color: yellow; color:red;\"">to you for</span> one clarification\n<span style=\""background-color: yellow; color:red;\"">Suresh: sure</span> what's up\n<span style=\""background-color: yellow; color:red;\"">Reddy: suresh</span> while programming i found some co-ordinates missing in the drawing will you help me to download <span style=\""background-color: yellow; color:red;\"">the original</span> drawing\nSuresh: <span style=\""background-color: yellow; color:red;\"">it was a</span> pleasure yesterday I have downloaded <span style=\""background-color: yellow; color:red;\"">the original</span> one is this ok <span style=\""background-color: yellow; color:red;\"">with</span> you\n<span style=\""background-color: yellow; color:red;\"">Reddy: yes i am</span> looking for this one <span style=\""background-color: yellow; color:red;\"">can I only</span> take this one\n<span style=\""background-color: yellow; color:red;\"">Suresh: yes</span> please take this\nReddy: <span style=\""background-color: yellow; color:red;\"">thank you</span> suresh i had a great time <span style=\""background-color: yellow; color:red;\"">talking</span> to you after a long <span style=\""background-color: yellow; color:red;\"">time</span>, let's get together again soon\n<span style=\""background-color: yellow; color:red;\"">Suresh: Sure</span> thankyou ""","""Conversation between Reddy and Suresh\nReddy: Hi Suresh, good evening, how are you?\nSuresh: Hello Reddy, I am good how have you been \nReddy: I am good thanks, is this the right time to talk to you for one clarification\nSuresh: sure what's up\nReddy: suresh while programming i found some co-ordinates missing in the drawing will you help me to download the original drawing\nSuresh: it was a pleasure yesterday I have downloaded the original one is this ok with you\nReddy: yes i am looking for this one can I only take this one\nSuresh: yes please take this\nReddy: thank you suresh i had a great time talking to you after a long time, let's get together again soon\nSuresh: Sure thankyou """
"""Good morning iam purushothamareddy y. I am a mechanical engineer with Deep fascinated towards cnc programming .and manufacturing precision products, and I have a 20years of experience in cnc ,and I wanted to learn more about cnc programming and I have been involved sevaral development projects, during my experience. thankyou for the opportunity to introduce myself ""","Good morning <span style=\""background-color: yellow; color:red;\"">I am Purushothamareddy Y</span>. I am a mechanical engineer with Deep <span style=\""background-color: yellow; color:red;\"">fascination</span> towards cnc <span style=\""background-color: yellow; color:red;\"">programming.and</span> manufacturing precision products, and I have a 20years of experience in cnc <span style=\""background-color: yellow; color:red;\"">and</span> I wanted to learn more about cnc programming and <span style=\""background-color: yellow; color:red;\""></span>have been involved <span style=\""background-color: yellow; color:red;\"">in several development projects</span> during my experience. <span style=\""background-color: yellow; color:red;\"">Thank you</span> for the opportunity to introduce <span style=\""background-color: yellow; color:red;\"">myself.</span> ""","Good morning I am Purushothamareddy Y. I am a mechanical engineer with Deep fascination towards cnc programming.and manufacturing precision products, and I have a 20years of experience in cnc and I wanted to learn more about cnc programming and have been involved in several development projects during my experience. Thank you for the opportunity to introduce myself. """
""" Good day. It gives me great joy to speak to you. I am Prasadamari Devaay. I am basically from Andhra Pradesh. I have been in Bangaloo for 20 years. I am staying with my family here in addition to my parents. I have an older sister. I am currently working for Crocer. I am really interested in CNC program. That's why I opted to pursue my CNC programming course in GT Government Tournament Training Center. I am interested in all engineering as a full-time career choice. I am enthusiastic about the subject in which I graduated. And I wish to do well and be recognized as an asset to any organization and make my family proud.""",""" Good day. It gives me great joy to speak to you. <span style=\""background-color: yellow; color:red;\"">My name is</span> Prasadamari Devaay. I am basically from Andhra Pradesh. I have been in Bangaloo for 20 years. I am staying with my family here in addition to my parents. I have an older sister. I am currently working for Crocer. I am really interested in <span style=\""background-color: yellow; color:red;\"">the CNC</span> <span style=\""background-color: yellow; color:red;\"">programme</span>. That's why I opted to pursue my CNC programming course in GT Government Tournament Training <span style=\""background-color: yellow; color:red;\"">Centre</span>. I am interested in all engineering as a full-time career choice. I am enthusiastic about the subject in which I graduated. <span style=\""background-color: yellow; color:red;\""></span>I wish to do well and be <span style=\""background-color: yellow; color:red;\"">recognised</span> as an asset to any <span style=\""background-color: yellow; color:red;\"">organisation</span> and make my family proud.""",""" Good day. It gives me great joy to speak to you. My name is Prasadamari Devaay. I am basically from Andhra Pradesh. I have been in Bangaloo for 20 years. I am staying with my family here in addition to my parents. I have an older sister. I am currently working for Crocer. I am really interested in the CNC programme. That's why I opted to pursue my CNC programming course in GT Government Tournament Training Centre. I am interested in all engineering as a full-time career choice. I am enthusiastic about the subject in which I graduated. I wish to do well and be recognised as an asset to any organisation and make my family proud."""
"""Hello Mr Tarun how have you been\nI am good thanks for asking\n""","""Hello <span style=\""background-color: yellow; color:red;\"">Mr. Tarun,</span> how have you been\nI am good thanks for asking\n""","""Hello Mr. Tarun, how have you been\nI am good thanks for asking\n"""
"“Hi how are you. It has been while talking to you.\nI am good thanks for asking me.""","""<span style=\""background-color: yellow; color:red;\"">Hi,</span> how are <span style=\""background-color: yellow; color:red;\"">you?</span> It has been <span style=\""background-color: yellow; color:red;\"">a while</span> talking to you.\nI am <span style=\""background-color: yellow; color:red;\"">good,</span> thanks for <span style=\""background-color: yellow; color:red;\"">asking</span>.""","""Hi, how are you? It has been a while talking to you.\nI am good, thanks for asking."""
